object_name,category,item_name,item_type,item_description,default_value
[dbo].[EntryAndExitPoints],Input,@metric,NVARCHAR(20),"Metric to compute between handoff events (e.g., 'Time Between').",
[dbo].[EntryAndExitPoints],Input,@transforms,NVARCHAR(MAX),Optional JSON transformations to apply to event names.,
[dbo].[EntryAndExitPoints],Output,Count,INT,Number of times this handoff occurs in the data.,
[dbo].[EntryAndExitPoints],Output,Description,NVARCHAR(1000),Natural-language description of the handoff.,
[dbo].[EntryAndExitPoints],Output,EventA,NVARCHAR(20),Name of the preceding (entry or exit) event.,
[dbo].[EntryAndExitPoints],Output,EventB,NVARCHAR(20),Name of the succeeding (handoff or pickup) event.,
[dbo].[EntryAndExitPoints],Output,Mode,NVARCHAR(10),Either 'Entry' or 'Exit' to indicate the direction of the handoff.,
[dbo].[EntryAndExitPoints],Reference,dbo.EventsFact,Table,Raw event fact table storing case-level event sequences.,
[dbo].[EntryAndExitPoints],Reference,dbo.ParseEventSet,Table-Valued Function,Splits and optionally codes an EventSet definition into individual events.,
[dbo].[EventPropertiesSource],Input,@EventID,BIGINT,Identifier of the event whose properties are to be returned.,
[dbo].[EventPropertiesSource],Output,CaseID,INT,Identifier of the case containing the event.,
[dbo].[EventPropertiesSource],Output,Case_NaturalKey,NVARCHAR(100),Natural key of the case for lookup.,
[dbo].[EventPropertiesSource],Output,Date_Column,NVARCHAR(128),Source column name for the case date field.,
[dbo].[EventPropertiesSource],Output,Event,NVARCHAR(20),Name of the event.,
[dbo].[EventPropertiesSource],Output,EventDate,DATETIME,Timestamp when the event occurred.,
[dbo].[EventPropertiesSource],Output,EventID,BIGINT,Identifier of the event.,
[dbo].[EventPropertiesSource],Output,NaturalKey_Column,NVARCHAR(128),Source column name for the case natural key.,
[dbo].[EventPropertiesSource],Output,NaturalKey_DBName,NVARCHAR(400),Database name where the case natural key source resides.,
[dbo].[EventPropertiesSource],Output,NaturalKey_ServerName,NVARCHAR(400),Server name where the case natural key source resides.,
[dbo].[EventPropertiesSource],Output,NaturalKey_Table_Name,NVARCHAR(128),Source table name for the case natural key.,
[dbo].[EventPropertiesSource],Output,PropertyName,NVARCHAR(50),Name of the property.,
[dbo].[EventPropertiesSource],Output,PropertyValueAlpha,NVARCHAR(50),"Alphanumeric value of the property, if applicable.",
[dbo].[EventPropertiesSource],Output,PropertyValueNumeric,FLOAT,"Numeric value of the property, if applicable.",
[dbo].[EventPropertiesSource],Output,Property_Column,NVARCHAR(128),Name of the source column for the property.,
[dbo].[EventPropertiesSource],Output,Property_DBName,NVARCHAR(400),Database name where the property source resides.,
[dbo].[EventPropertiesSource],Output,Property_Table_Name,NVARCHAR(128),Name of the source table for the property.,
[dbo].[EventPropertiesSource],Reference,dbo.Cases,Table,Case header information including natural key and date source columns.,
[dbo].[EventPropertiesSource],Reference,dbo.EventPropertiesParsed,Table,Parsed property values per event.,
[dbo].[EventPropertiesSource],Reference,dbo.EventsFact,Table,Raw event occurrences.,
[dbo].[EventPropertiesSource],Reference,dbo.SourceColumns,Table,Metadata about source table columns.,
[dbo].[EventPropertiesSource],Reference,dbo.Sources,Table,"Metadata about data sources (server, database, table).",
[dbo].[EventSegments],Input,@EndDate,DATETIME,Inclusive upper bound for event dates; defaults to '2600-12-31' if NULL.,
[dbo].[EventSegments],Input,@EventSegment,NVARCHAR(1000),Comma-separated list of events defining the target segment to locate.,
[dbo].[EventSegments],Input,@EventSet,NVARCHAR(1000),Comma-separated list or code of all valid events for context; used to filter EventsFact before matching.,
[dbo].[EventSegments],Input,@StartDate,DATETIME,Inclusive lower bound for event dates; defaults to '1900-01-01' if NULL.,
[dbo].[EventSegments],Output,CaseID,INT,Identifier of the case containing the matching segment.,
[dbo].[EventSegments],Output,StartIndex,INT,CaseOrdinal index where the sequence begins (1-based within the case).,
[dbo].[EventSegments],Reference,STRING_SPLIT,Built-in TVF,Splits a comma-separated string into rows.,
[dbo].[EventSegments],Reference,dbo.EventsFact,Table,"Stores all raw event occurrences with CaseID, Event, EventDate, CaseOrdinal.",
[dbo].[EventSegments],Reference,dbo.ParseEventSet,Table-Valued Function,Parses an event-set string or code into individual events.,
[dbo].[EventSetByCode],Input,@EventSetCode,NVARCHAR(20),Code identifying a named event set or sequence.,
[dbo].[EventSetByCode],Input,@IsSequence,BIT,1 to retrieve a sequence definition; 0 or NULL to retrieve a set definition.,NULL
[dbo].[EventSetByCode],Output,Default Behavior,Note,"Defaults @IsSequence to 0 when NULL, so the lookup behaves as a set lookup unless sequence mode is explicitly requested.",
[dbo].[EventSetByCode],Output,Null Handling,Note,Returns NULL if @EventSetCode is NULL or if no matching row is found.,
[dbo].[EventSetByCode],Output,Return Value,NVARCHAR(MAX),Comma-separated list of events associated with the supplied EventSetCode and IsSequence flag.,
[dbo].[EventSetByCode],Reference,dbo.EventSets,Table,"Lookup table containing EventSetCode, EventSet definition text, and the IsSequence flag.",
[dbo].[EventSetInclusion],Input,@EventSet,NVARCHAR(MAX),Comma-separated list or code of events to test for inclusion in existing EventSets.,
[dbo].[EventSetInclusion],Output,Description,NVARCHAR(500),Human-readable description of the event set.,
[dbo].[EventSetInclusion],Output,EventSet,NVARCHAR(MAX),Comma-separated definition of the event set.,
[dbo].[EventSetInclusion],Output,EventSetCode,NVARCHAR(20),Short code for the event set.,
[dbo].[EventSetInclusion],Output,EventSetKey,VARBINARY(16),Unique MD5-based key identifying the event set.,
[dbo].[EventSetInclusion],Output,IsSequence,BIT,Flag indicating whether the EventSet should be treated as an ordered sequence (1) or unordered set (0).,
[dbo].[EventSetInclusion],Reference,dbo.EventSets,Table,Master list of defined event sets with metadata.,
[dbo].[EventSetInclusion],Reference,dbo.ParseEventSet,Table-Valued Function,Parses an EventSet string or code into individual event rows.,
[dbo].[EventSetKey],Input,@EventSet,NVARCHAR(MAX),"Comma-separated list of event codes, such as 'b,c,d'.",
[dbo].[EventSetKey],Input,@IsSequence,BIT,1 to treat @EventSet as an ordered sequence; 0 or NULL to treat it as an unordered set.,NULL
[dbo].[EventSetKey],Output,Collision Note,Note,MD5 collisions are theoretically possible but unlikely for typical event-set usage.,
[dbo].[EventSetKey],Output,Null Handling,Note,Returns NULL if @EventSet is NULL.,
[dbo].[EventSetKey],Output,Return Value,VARBINARY(16),MD5 hash of the normalized event list plus the sequence flag.,
[dbo].[EventSetKey],Output,Sequence Behavior,Note,"When @IsSequence is 1, the sequence flag distinguishes ordered use from set-based use.",
[dbo].[EventSetKey],Output,Set Behavior,Note,"When @IsSequence is 0 or NULL, the function normalizes ordering so equivalent sets return the same key regardless of input order.",
[dbo].[EventSetKey],Reference,DENSE_RANK,Built-in Window Function,Used in the normalization step when assigning ordering over the event values.,
[dbo].[EventSetKey],Reference,HASHBYTES,Built-in Function,Computes the MD5 hash used as the returned key.,
[dbo].[EventSetKey],Reference,STRING_AGG,Built-in Aggregate Function,Reassembles the normalized event list into a canonical comma-separated string before hashing.,
[dbo].[EventSetKey],Reference,string_split,Built-in Table-Valued Function,Splits the CSV input into rows.,
[dbo].[Generate_LLM_Description_Prompts],Input,@Table,NVARCHAR(1000),Optional filter: only generate prompts for the specified table name.,
[dbo].[Generate_LLM_Description_Prompts],Output,Caption,NVARCHAR(128),Short code or caption for the object.,
[dbo].[Generate_LLM_Description_Prompts],Output,CurrDesc,NVARCHAR(500),Existing description from metadata to compare or augment.,
[dbo].[Generate_LLM_Description_Prompts],Output,HashKey,VARBINARY(16),"Binary key for objects keyed by hash (EventSets, Transforms).",
[dbo].[Generate_LLM_Description_Prompts],Output,ID,BIGINT,Primary key of the source object (if applicable).,
[dbo].[Generate_LLM_Description_Prompts],Output,Prompt,NVARCHAR(2000),Generated LLM prompt text.,
[dbo].[Generate_LLM_Description_Prompts],Output,Table,NVARCHAR(128),Name of the metadata table being described.,
[dbo].[Generate_LLM_Description_Prompts],Reference,dbo.CaseTypeListForEventSets,Table-Valued Function,Lists case types associated with each EventSet.,
[dbo].[Generate_LLM_Description_Prompts],Reference,dbo.CaseTypes,Table,Master list of case-type names.,
[dbo].[Generate_LLM_Description_Prompts],Reference,dbo.Cases,Table,Master list of cases.,
[dbo].[Generate_LLM_Description_Prompts],Reference,dbo.EventSets,Table,Defines named event-sets and their raw SQL code.,
[dbo].[Generate_LLM_Description_Prompts],Reference,dbo.EventsFact,Table,Fact table of event occurrences.,
[dbo].[Generate_LLM_Description_Prompts],Reference,dbo.GetModelEventString,Scalar Function,Concatenates model transitions into a single string.,
[dbo].[Generate_LLM_Description_Prompts],Reference,dbo.GetModelPropertyString,Scalar Function,Concatenates model properties for display.,
[dbo].[Generate_LLM_Description_Prompts],Reference,dbo.Metrics,Table,Lookup of metric definitions and units.,
[dbo].[Generate_LLM_Description_Prompts],Reference,dbo.Models,Table,Stored Markov/Bayesian model definitions.,
[dbo].[Generate_LLM_Description_Prompts],Reference,dbo.SourceColumns,Table,Columns metadata for each source.,
[dbo].[Generate_LLM_Description_Prompts],Reference,dbo.Sources,Table,Registered external data sources.,
[dbo].[Generate_LLM_Description_Prompts],Reference,dbo.Transforms,Table,Stores JSON transforms definitions.,
[dbo].[GetMetadataJsonValueFromDefinition],Input,@Definition,NVARCHAR(MAX),Full text of sys.sql_modules.definition.,
[dbo].[GetMetadataJsonValueFromDefinition],Input,@KeyName,NVARCHAR(400),"Top-level JSON key to return, such as Description, Author, or Contact.",
[dbo].[GetMetadataJsonValueFromDefinition],Output,Return Value,NVARCHAR(MAX),"Value of the specified top-level key from the Metadata JSON block, or NULL if not found or invalid.",
[dbo].[GetModelEventString],Input,@ModelID,INT,Identifier of the model whose transitions are to be concatenated.,
[dbo].[GetModelEventString],Output,Return Value,NVARCHAR(MAX),Concatenated string of the form 'EventA-(Prob)->EventB|...'; empty string if no transitions exist.,
[dbo].[GetModelEventString],Reference,dbo.ModelEvents,Table,"Holds first-order transition records, with EventA, EventB, Prob, and ModelID.",
[dbo].[GetModelPropertyString],Input,@ModelID,INT,The ModelID whose properties will be concatenated.,
[dbo].[GetModelPropertyString],Output,Return Value,NVARCHAR(MAX),Concatenated string 'PropertyName:Value|...'; empty string if no properties exist.,
[dbo].[GetModelPropertyString],Reference,dbo.ModelProperties,Table,"Holds model property records with columns PropertyName, PropertyValueNumeric, PropertyValueAlpha, and ModelID.",
[dbo].[ImportEventsFromStage],Input,@ImportFromDate,DATETIME,Optional lower-bound date for staged rows to import. NULL means import according to the procedure's normal logic without a date filter.,NULL
[dbo].[ImportEventsFromStage],Output,Access handling,Security Behavior,Uses the current user's access bitmap and no-access defaults during import processing.,
[dbo].[ImportEventsFromStage],Output,Imported events,Table Update,Loads staged event rows into the core event ensemble tables.,
[dbo].[ImportEventsFromStage],Output,Status / diagnostics,Runtime behavior,The procedure declares message and procedure-name variables for import logging or status reporting as part of execution.,
[dbo].[ImportEventsFromStage],Reference,Event ensemble tables,Table Group,Target TimeSolution tables populated by the import process for later property parsing and model generation.,
[dbo].[ImportEventsFromStage],Reference,STAGE schema,Schema,Holds staging tables that serve as the source for event import.,
[dbo].[ImportEventsFromStage],Reference,dbo.Sources,Table,"Provides source-system metadata, including the Unknown source fallback used by the procedure.",
[dbo].[ImportEventsFromStage],Reference,dbo.UserAccessBitmap,Scalar Function,Returns the current user's access bitmap for import-time security logic.,
[dbo].[ImportEventsFromStage],Reference,dbo.Users,Table,Provides user context and access bitmap information used during import security handling.,
[dbo].[InsertCaseProperties],Input,@CaseID,INT,Optional CaseID filter. NULL means process all eligible cases.,NULL
[dbo].[InsertCaseProperties],Input,@CompleteRefresh,BIT,"If 1 and @CaseID is NULL, truncates dbo.CasePropertiesParsed before rebuilding. If 1 and @CaseID is provided, reprocesses that case even if parsed rows already exist.",0
[dbo].[InsertCaseProperties],Output,CaseID,INT,Identifier of the case whose properties were parsed.,
[dbo].[InsertCaseProperties],Output,EndDateTime,DATETIME,Case end datetime copied from dbo.Cases.,
[dbo].[InsertCaseProperties],Output,PropertyName,NVARCHAR,Name of the property key extracted from the JSON in dbo.CaseProperties.Properties.,
[dbo].[InsertCaseProperties],Output,PropertyValueAlpha,NVARCHAR,"Text value of the property when the JSON value is not numeric, optionally overridden by dbo.CasePropertiesMDM.",
[dbo].[InsertCaseProperties],Output,PropertyValueNumeric,FLOAT,"Numeric value of the property when the JSON value is numeric, optionally overridden by dbo.CasePropertiesMDM.",
[dbo].[InsertCaseProperties],Output,SourceColumnID,INT,"SourceColumns.SourceColumnID matched by property name and the case's SourceID, if found.",
[dbo].[InsertCaseProperties],Output,StartDateTime,DATETIME,Case start datetime copied from dbo.Cases.,
[dbo].[InsertCaseProperties],Reference,dbo.CaseProperties,Table,Stores JSON property bags for cases.,
[dbo].[InsertCaseProperties],Reference,dbo.CasePropertiesMDM,Table,Provides default MDM-standardized overrides for parsed property values.,
[dbo].[InsertCaseProperties],Reference,dbo.CasePropertiesParsed,Table,Target table populated with parsed case properties.,
[dbo].[InsertCaseProperties],Reference,dbo.Cases,Table,"Supplies SourceID, StartDateTime, and EndDateTime for each case.",
[dbo].[InsertCaseProperties],Reference,dbo.SourceColumns,Table,Used to map property names to SourceColumnID values for the case's source.,
[dbo].[InsertCase],Input,@AccessBitMap,BIGINT,Access bitmap flags; -1 grants all by default.,-1
[dbo].[InsertCase],Input,@CaseID,INT,"OUTPUT. If NULL, a new CaseID is generated; otherwise must not already exist.",NULL
[dbo].[InsertCase],Input,@CaseTypeName,NVARCHAR(50),Name of the case type; must exist in CaseTypes.,NULL
[dbo].[InsertCase],Input,@EndDateTime,DATETIME,Case end date (inclusive).,2050-12-30
[dbo].[InsertCase],Input,@SourceID,INT,Identifier of the data source; must exist in Sources.,NULL
[dbo].[InsertCase],Input,@StartDateTime,DATETIME,Case start date (inclusive).,1900-01-01
[dbo].[InsertCase],Output,Cases,Table,New row inserted into Cases with the specified values.,
[dbo].[InsertCase],Output,PRINT Message,N/A,Confirmation message with the inserted CaseID.,
[dbo].[InsertCase],Reference,dbo.CaseTypes,Table,Lookup table for validating CaseTypeName to CaseTypeID.,
[dbo].[InsertCase],Reference,dbo.Cases,Table,Destination table for inserting new case records.,
[dbo].[InsertCase],Reference,dbo.Sources,Table,Lookup table for validating SourceID.,
[dbo].[InsertEventProperties],Input,@CompleteRefresh,BIT,Set to 1 to clear EventPropertiesParsed before repopulating. Defaults to 0 for incremental insert.,
[dbo].[InsertEventProperties],Reference,dbo.EventProperties,Table,Source of JSON-formatted property data per event.,
[dbo].[InsertEventProperties],Reference,dbo.EventPropertiesParsed,Table,Stores parsed and typed property data by event and source column.,
[dbo].[InsertEventProperties],Reference,dbo.EventsFact,Table,Fact table that links EventID to SourceID.,
[dbo].[InsertEventProperties],Reference,dbo.SourceColumns,Table,Metadata table describing columns by SourceID for property linkage.,
[dbo].[InsertEvent],Input,@Description,NVARCHAR(500),Free-text description of the event.,
[dbo].[InsertEvent],Input,@Event,NVARCHAR(20),The name of the event. Must be unique in DimEvents.,
[dbo].[InsertEvent],Input,@IRI,NVARCHAR(500),Optional IRI (Internationalized Resource Identifier) for semantic linkage.,
[dbo].[InsertEvent],Input,@Properties,NVARCHAR(MAX),Optional JSON-encoded string representing metadata for the event.,
[dbo].[InsertEvent],Reference,dbo.DimEvents,Table,"Event dimension table holding event metadata including name, description, properties, and IRI.",
[dbo].[InsertModelSimilarities],Input,@DisplaySegments,BIT,"If set to 1, displays segment-by-segment comparison between the models.",
[dbo].[InsertModelSimilarities],Input,@ModelID1,INT,ID of the first model to compare. Must exist in ModelEvents.,
[dbo].[InsertModelSimilarities],Input,@ModelID2,INT,ID of the second model to compare. Must exist in ModelEvents.,
[dbo].[InsertModelSimilarities],Reference,dbo.ModelEvents,Table,"Stores segments of each model including transition pairs, statistics, and probabilities.",
[dbo].[InsertModelSimilarities],Reference,dbo.ModelSimilarity,Table,Holds precomputed similarity metrics between pairs of models for analysis or recommendation.,
[dbo].[InsertModel],Input,@ByCase,BIT,Whether the model operates on a per-case basis. Defaults to 1.,
[dbo].[InsertModel],Input,@CaseFilterProperties,NVARCHAR(MAX),Optional JSON string defining filters applied at the case level.,
[dbo].[InsertModel],Input,@EndDateTime,DATETIME,Inclusive end of the modeling time window.,
[dbo].[InsertModel],Input,@EventFilterProperties,NVARCHAR(MAX),Optional JSON string defining filters applied at the event level.,
[dbo].[InsertModel],Input,@EventSet,NVARCHAR(MAX),Comma-delimited list of events for the model definition.,
[dbo].[InsertModel],Input,@MetricID,INT,Output parameter set to the ID of the specified metric.,
[dbo].[InsertModel],Input,@ModelID,INT,"Optional input/output parameter. If NULL, a new model is created. If provided, updates the model with the given ID.",
[dbo].[InsertModel],Input,@ModelType,NVARCHAR(50),"Type of model being defined, defaulting to 'MarkovChain'.",
[dbo].[InsertModel],Input,@StartDateTime,DATETIME,Inclusive start of the modeling time window.,
[dbo].[InsertModel],Input,@enumerate_multiple_events,INT,Specifies whether to allow multiple events per time unit.,
[dbo].[InsertModel],Input,@eventsetkey,VARBINARY(16),Output parameter returning the MD5 key of the event set.,
[dbo].[InsertModel],Input,@metric,NVARCHAR(20),"The name of the metric to use, defaulting to 'Time Between'.",
[dbo].[InsertModel],Input,@order,INT,"Order of the Markov model (e.g., 1 for first order). Defaults to 1.",
[dbo].[InsertModel],Input,@transformkey,VARBINARY(16),Output parameter returning the MD5 key of the transforms JSON.,
[dbo].[InsertModel],Input,@transforms,NVARCHAR(MAX),Optional JSON string describing event transformations.,
[dbo].[InsertModel],Output,@MetricID,INT,Returns the ID of the selected metric.,
[dbo].[InsertModel],Output,@ModelID,INT,Returns the ModelID of the newly inserted or updated model.,
[dbo].[InsertModel],Output,@eventsetkey,VARBINARY(16),Hashed key generated from the event set.,
[dbo].[InsertModel],Output,@transformkey,VARBINARY(16),Hashed key generated from transforms JSON.,
[dbo].[InsertModel],Reference,dbo.EventSets,Table,Stores defined sets of events for use in models.,
[dbo].[InsertModel],Reference,dbo.InsertEventSets,Stored Procedure,Creates or updates a row in EventSets and outputs the corresponding key.,
[dbo].[InsertModel],Reference,dbo.Metrics,Table,Maps metric names to MetricIDs.,
[dbo].[InsertModel],Reference,dbo.ModelProperties,Table,"Stores parsed filter properties for each model, either at case or event level.",
[dbo].[InsertModel],Reference,dbo.Models,Table,Holds metadata defining each model configuration.,
[dbo].[InsertModel],Reference,dbo.ModelsByParameters,Table-Valued Function,Returns existing models matching specified parameters to avoid duplicates.,
[dbo].[InsertModel],Reference,dbo.SortKeyValueJSON,Scalar Function,Sorts a JSON object by key to ensure stable hashing.,
[dbo].[InsertModel],Reference,dbo.Transforms,Table,Stores unique sets of event transforms keyed by MD5 hash.,
[dbo].[InsertModel],Reference,dbo.TransformsKey,Scalar Function,Computes a hash key from a transforms JSON string.,
[dbo].[InsertModel],Reference,dbo.UserAccessBitmap,Scalar Function,Returns the access bitmap for the current user context.,
[dbo].[InsertModel],Reference,dbo.UserID,Scalar Function,Returns the user ID of the caller or default if NULL.,
[dbo].[InsertSourceColumn],Input,@ColumnName,NVARCHAR(128),Name of the column to register.,
[dbo].[InsertSourceColumn],Input,@DataType,NCHAR(10),"Data type of the column (e.g., 'INT', 'NVARCHAR').",NULL
[dbo].[InsertSourceColumn],Input,@Description,NVARCHAR(500),Optional descriptive text for the column.,NULL
[dbo].[InsertSourceColumn],Input,@IRI,NVARCHAR(500),Optional external identifier (IRI) for the column.,NULL
[dbo].[InsertSourceColumn],Input,@IsKey,BIT,1 if this column is part of the key; otherwise 0.,0
[dbo].[InsertSourceColumn],Input,@IsOrdinal,BIT,1 if this column defines ordinal ordering; otherwise 0.,0
[dbo].[InsertSourceColumn],Input,@SourceColumnID,INT,OUTPUT. Returns existing or newly created SourceColumnID.,NULL
[dbo].[InsertSourceColumn],Input,@SourceID,INT,Identifier of the data source (must exist in Sources).,
[dbo].[InsertSourceColumn],Input,@TableName,NVARCHAR(150),Name of the table where the column resides.,NULL
[dbo].[InsertSourceColumn],Output,@SourceColumnID,INT,Existing or newly generated SourceColumnID.,
[dbo].[InsertSourceColumn],Reference,dbo.SourceColumns,Table,Target table for inserting or looking up SourceColumnID.,
[dbo].[InsertSourceColumn],Reference,dbo.Sources,Table,Validated for existence of @SourceID.,
[dbo].[InsertSource],Input,@DatabaseName,NVARCHAR(500),Database name; defaults to current DB_NAME().,NULL
[dbo].[InsertSource],Input,@DefaultTableName,NVARCHAR(128),Default table to query within the source.,NULL
[dbo].[InsertSource],Input,@Description,NVARCHAR(500),Optional descriptive text for the source.,NULL
[dbo].[InsertSource],Input,@IRI,NVARCHAR(500),Optional external identifier (IRI) for the source.,NULL
[dbo].[InsertSource],Input,@Name,NVARCHAR(50),Unique name of the data source.,
[dbo].[InsertSource],Input,@ServerName,NVARCHAR(500),Server name; defaults to @@SERVERNAME.,NULL
[dbo].[InsertSource],Input,@SourceID,INT,OUTPUT. Returns existing or newly created SourceID.,NULL
[dbo].[InsertSource],Input,@SourceProperties,NVARCHAR(MAX),JSON of additional source metadata.,NULL
[dbo].[InsertSource],Output,@SourceID,INT,Existing or newly assigned SourceID.,
[dbo].[InsertSource],Reference,dbo.ProcErrorLog,Table,"Logs procedure events and errors, used here to record successful insertions.",
[dbo].[InsertSource],Reference,dbo.Sources,Table,Table of registered data sources.,
[dbo].[InsertTransforms],Input,@Code,NVARCHAR(20),Short code or identifier for this transforms set.,
[dbo].[InsertTransforms],Input,@Transforms,NVARCHAR(MAX),JSON mapping definitions for event name transformations.,
[dbo].[InsertTransforms],Input,@Transformskey,VARBINARY(16),OUTPUT. The MD5/SHA2_256 key computed for the transforms JSON.,NULL
[dbo].[InsertTransforms],Output,@Transformskey,VARBINARY(16),Computed transforms key for the input JSON.,
[dbo].[InsertTransforms],Reference,dbo.Transforms,Table,"Stores distinct transforms JSON payloads keyed by TransformsKey, with an associated Code.",
[dbo].[InsertTransforms],Reference,dbo.TransformsKey,Scalar Function,Generates a canonical VARBINARY key for the transforms JSON.,
[dbo].[IsMutuallyExclusive],Input,@ModelID1,BIGINT,The first ModelID to compare.,
[dbo].[IsMutuallyExclusive],Input,@ModelID2,BIGINT,The second ModelID to compare.,
[dbo].[IsMutuallyExclusive],Output,Return Value,BIT,1 if date ranges are mutually exclusive; 0 otherwise.,
[dbo].[IsMutuallyExclusive],Reference,dbo.Models,Table,"Holds model metadata, including StartDateTime and EndDateTime columns.",
[dbo].[MarkovProcess2],Input,@ByCase,BIT,1 to partition by CaseID; 0 to treat all as one sequence.,1
[dbo].[MarkovProcess2],Input,@CaseFilterProperties,NVARCHAR(MAX),JSON of case-level filter properties.,NULL
[dbo].[MarkovProcess2],Input,@DistinctCases,INT,OUTPUT. Number of distinct cases processed.,NULL
[dbo].[MarkovProcess2],Input,@EndDateTime,DATETIME,Upper bound of event date range.,NULL
[dbo].[MarkovProcess2],Input,@EventFilterProperties,NVARCHAR(MAX),JSON of event-level filter properties.,NULL
[dbo].[MarkovProcess2],Input,@EventSet,NVARCHAR(MAX),CSV or code defining events to include.,NULL
[dbo].[MarkovProcess2],Input,@ModelHighlights,INT,Bitmap: 1 to save highlights; 2 to return highlights.,0
[dbo].[MarkovProcess2],Input,@ModelID,INT,OUTPUT. ModelID created or refreshed.,NULL
[dbo].[MarkovProcess2],Input,@Order,INT,Markov order (1–3); defaults to 1.,NULL
[dbo].[MarkovProcess2],Input,@StartDateTime,DATETIME,Lower bound of event date range.,NULL
[dbo].[MarkovProcess2],Input,@enumerate_multiple_events,INT,0 to collapse duplicates; >0 to enumerate them.,NULL
[dbo].[MarkovProcess2],Input,@metric,NVARCHAR(20),"Metric for inter-event value (e.g., 'Time Between').",NULL
[dbo].[MarkovProcess2],Input,@transforms,NVARCHAR(MAX),JSON mapping for event name transforms.,NULL
[dbo].[MarkovProcess2],Output,Resultset 1,Table,"ModelEvents rows: Event1A→EventB stats (Max, Avg, Min, StDev, CoefVar, Rows, Prob, etc.).",
[dbo].[MarkovProcess2],Output,Resultset 2,Table,Anomaly highlights (if requested) with metric_zscore or low-prob flags per case.,
[dbo].[MarkovProcess2],Reference,dbo.DefaultGroupType,Scalar Function,Normalizes grouping to CASEID/DAY/MONTH/YEAR.,
[dbo].[MarkovProcess2],Reference,dbo.EventPairAnomalies,Table,Stores computed anomaly highlights.,
[dbo].[MarkovProcess2],Reference,dbo.InsertModel,Stored Procedure,Upserts into Models and returns keys.,
[dbo].[MarkovProcess2],Reference,dbo.MetricValue,Scalar Function,Computes a numeric metric per method.,
[dbo].[MarkovProcess2],Reference,dbo.Model_Stationary_Distribution,Table-Valued Function,Provides stationary probabilities for initial event.,
[dbo].[MarkovProcess2],Reference,dbo.ModelsByParameters,Table-Valued Function,Resolves or creates a ModelID by parameters.,
[dbo].[MarkovProcess2],Reference,dbo.sp_SelectedEvents,Stored Procedure,"Returns filtered, ordered event stream per case.",
[dbo].[MarkovProcess],Input,@ByCase,BIT,1 to partition by CaseID; 0 to treat all events as one sequence.,1
[dbo].[MarkovProcess],Input,@CaseFilterProperties,NVARCHAR(MAX),JSON filters for CasePropertiesParsed.,
[dbo].[MarkovProcess],Input,@EndDateTime,DATETIME,Inclusive upper bound; defaults to '2050-12-31' if NULL.,
[dbo].[MarkovProcess],Input,@EventFilterProperties,NVARCHAR(MAX),JSON filters for EventPropertiesParsed.,
[dbo].[MarkovProcess],Input,@EventSet,NVARCHAR(MAX),Comma-separated events or code referencing dbo.ParseEventSet.,
[dbo].[MarkovProcess],Input,@ForceRefresh,BIT,0 to use cache for order=1; 1 to recalculate always.,0
[dbo].[MarkovProcess],Input,@Order,INT,Desired Markov order (1–3); NULL or ≤0 defaults to 1.,
[dbo].[MarkovProcess],Input,@StartDateTime,DATETIME,Inclusive lower bound; defaults to '1900-01-01' if NULL.,
[dbo].[MarkovProcess],Input,@enumerate_multiple_events,INT,"When >0, appends sequence numbers to duplicate events in a case.",
[dbo].[MarkovProcess],Input,@metric,NVARCHAR(20),Metric name in dbo.Metrics; defaults to 'Time Between'.,
[dbo].[MarkovProcess],Input,@transforms,NVARCHAR(MAX),JSON or code mapping of event rename transformations.,
[dbo].[MarkovProcess],Output,Avg,FLOAT,Average observed metric value.,
[dbo].[MarkovProcess],Output,CoefVar,FLOAT,"Coefficient of variation (StDev/Avg), NULL if Avg=0.",
[dbo].[MarkovProcess],Output,Event1A,NVARCHAR(20),First prior event (or '------' if unused).,
[dbo].[MarkovProcess],Output,Event2A,NVARCHAR(20),Second prior event (or '------' if unused).,
[dbo].[MarkovProcess],Output,Event3A,NVARCHAR(20),Third prior event (or '------' if unused).,
[dbo].[MarkovProcess],Output,EventB,NVARCHAR(20),Target event following the prior tuple.,
[dbo].[MarkovProcess],Output,FromCache,BIT,"1 if loaded from cache, 0 if freshly computed.",
[dbo].[MarkovProcess],Output,IsEntry,INT,1 if this is the first transition in a case.,
[dbo].[MarkovProcess],Output,IsExit,INT,1 if no subsequent event follows this transition.,
[dbo].[MarkovProcess],Output,Max,FLOAT,Maximum observed metric value.,
[dbo].[MarkovProcess],Output,Min,FLOAT,Minimum observed metric value.,
[dbo].[MarkovProcess],Output,ModelID,INT,Surrogate key identifying the Markov model.,
[dbo].[MarkovProcess],Output,OrdinalMean,FLOAT,Average rank position of the transition.,
[dbo].[MarkovProcess],Output,OrdinalStDev,FLOAT,Standard deviation of rank positions.,
[dbo].[MarkovProcess],Output,Prob,FLOAT,Transition probability = Rows / total Rows for that prior tuple.,
[dbo].[MarkovProcess],Output,Rows,INT,Count of observed transitions.,
[dbo].[MarkovProcess],Output,StDev,FLOAT,Standard deviation of metric values.,
[dbo].[MarkovProcess],Output,Sum,FLOAT,Sum of metric values across all occurrences.,
[dbo].[MarkovProcess],Output,metric,NVARCHAR(20),Actual metric name used.,
[dbo].[MarkovProcess],Reference,dbo.MetricValue,Scalar Function,Computes custom metric between two events.,
